===== Starting battle of <RussianRoulette> vs <CounterPunch> with memory tape size: 12 =====

[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-91< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-92< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-92< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-93< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-93< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-94< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-94< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-95< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-95< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-96< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-96< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-97< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-97< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-98< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-98< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-99< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-99< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-100< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-100< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-101< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-101< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-102< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-102< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-103< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-103< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-104< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-104< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-105< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-105< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-106< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-106< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-107< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-107< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-108< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-108< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-109< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-109< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-110< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-110< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-111< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-111< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-112< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-112< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-113< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-113< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-114< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-114< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-115< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-115< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-116< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-116< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-117< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-117< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-118< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-118< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-119< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-119< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-120< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-120< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-121< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-121< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-122< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-122< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-123< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-123< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-124< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-124< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-125< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-125< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-126< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-126< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-127< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >-127< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >128< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >128< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >127< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >127< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >126< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >126< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >125< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >125< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >124< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >124< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >123< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >123< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >122< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >122< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >121< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >121< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >120< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >120< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >119< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >119< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >118< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >118< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >117< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >117< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >116< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >116< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >115< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >115< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >114< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >114< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >113< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >113< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >112< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >112< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >111< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >111< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >110< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >110< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >109< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >109< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >108< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >108< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >107< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >107< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >106< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >106< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >105< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >105< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >104< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >104< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >103< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >103< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >102< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >102< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >101< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >101< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >100< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >100< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >99< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >99< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >98< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >98< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >97< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >97< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >96< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >96< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >95< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >95< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >94< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >94< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >93< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >93< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >92< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >92< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >91< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >91< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >90< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >90< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >89< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >89< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >88< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >88< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >87< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
[ 128 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | 0 | -1 | >87< | 0 | 0 | -12 | 12 | -12 | 12 | -12 | 12 | -12 | -127 ]
