===== Starting battle of <LightfootPlodder> vs <BeatYouMate> with memory tape size: 17 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >65< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >65< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >63< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >63< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >61< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >61< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >59< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >59< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >57< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >57< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >55< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >55< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >53< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >53< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >51< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >51< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >49< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >49< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >47< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >47< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >45< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >45< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >43< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >43< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >41< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >41< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >39< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >39< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >37< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >37< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >35< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >35< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >33< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >33< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >31< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >31< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >29< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >29< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >27< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >27< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >25< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >25< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >23< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >23< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >21< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >21< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >19< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >19< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >17< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >17< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >15< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >15< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >13< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >13< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >11< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >11< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >9< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >9< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >7< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >7< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >5< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >5< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-1< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-3< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-5< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-5< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-7< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-7< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-9< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-9< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-11< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-11< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-13< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-13< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-15< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-15< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-17< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-17< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-19< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-19< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-21< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-21< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-23< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-23< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-25< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-25< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-27< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-27< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-29< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-29< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-31< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-31< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-33< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-33< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-35< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-35< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-37< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-37< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-39< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-39< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-41< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-41< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-43< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-43< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-45< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-45< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-47< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-47< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-49< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-49< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-51< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-51< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-53< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-53< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-55< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-55< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >-57< | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | -6 | 7 | -6 | 7 | -6 | 7 | -6 | 128 ]
